customer_id,application_date,is_now_account,received_bonus,redeemed_bonus,initial_deposit,retained_60_days
141,2025-02-04,False,False,False,770.3540637591786,True
142,2025-02-04,False,False,False,1032.5404434516283,True
143,2025-02-02,False,False,False,1642.509399209146,True
144,2025-01-05,False,False,False,1546.9123751817733,True
145,2025-04-16,False,False,False,1113.557459073566,False
146,2025-04-13,True,True,False,959.6702852128752,True
147,2025-02-10,False,False,False,1141.4470535346895,False
148,2025-01-28,False,False,False,908.7984243633891,True
149,2025-01-07,False,False,False,1574.964501000315,True
150,2025-03-14,True,False,False,994.4805686329,False
151,2025-03-13,False,False,False,1070.3118290015211,True
152,2025-01-12,False,False,False,934.9462184303363,False
153,2025-02-03,False,False,False,954.4126313326504,False
154,2025-02-02,False,False,False,1101.6324471698827,False
155,2025-02-17,False,False,False,989.4857163033959,True
156,2025-04-29,False,False,False,1341.852725561149,False
157,2025-01-23,False,False,False,1143.7080613988862,False
158,2025-03-03,True,True,False,828.6401675811024,False
159,2025-03-29,False,False,False,656.0155054809125,True
160,2025-02-06,False,False,False,1297.2398156452307,True
161,2025-04-09,True,False,False,1060.5927104809402,True
162,2025-02-13,False,False,False,895.4169763471108,False
163,2025-04-14,False,False,False,868.1125700396855,True
164,2025-03-27,True,True,True,1539.0975658467128,True
165,2025-04-01,False,False,False,1093.062440873549,True
166,2025-02-04,False,False,False,962.855397221319,True
167,2025-03-06,True,True,True,1838.937093187668,False
168,2025-04-09,True,True,True,1536.5418823954192,True
169,2025-04-11,False,False,False,270.7202058953519,True
170,2025-02-16,False,False,False,740.9905714694122,False
171,2025-03-19,True,False,False,1698.9475467329742,True
172,2025-01-03,False,False,False,592.4868194487876,False
173,2025-01-01,False,False,False,1677.3723096405952,False
174,2025-01-05,False,False,False,1674.2070726548782,False
175,2025-03-31,True,True,True,1235.1030898456524,True
176,2025-04-29,False,False,False,1380.6209371389318,False
177,2025-01-14,False,False,False,1178.9624992613426,False
178,2025-04-13,True,True,False,1038.8379718661317,True
179,2025-01-27,False,False,False,967.8385863705554,True
180,2025-01-09,False,False,False,1129.4825568629792,True
181,2025-03-20,True,True,True,1467.9717826771302,True
182,2025-01-15,False,False,False,1374.878479971136,True
183,2025-03-31,True,True,True,663.9202431777524,False
184,2025-02-11,False,False,False,717.2273704027011,True
185,2025-03-18,False,False,False,770.9929259550772,False
186,2025-02-20,False,False,False,445.2446721201668,True
187,2025-03-04,True,False,False,959.4303336633554,True
188,2025-04-06,True,True,True,1769.3885634594749,True
189,2025-04-13,False,False,False,1086.7791280649694,True
190,2025-04-23,False,False,False,992.4501437782037,True
191,2025-02-21,False,False,False,656.995080472172,True
192,2025-04-06,False,False,False,1093.785137040328,True
193,2025-01-04,False,False,False,1181.57531760728,True
194,2025-04-04,True,True,False,2116.2680775002846,True
195,2025-04-11,False,False,False,991.4954733821214,False
196,2025-01-23,False,False,False,805.4953962973734,False
197,2025-04-13,False,False,False,935.3374364589328,True
198,2025-04-19,True,False,False,1681.8849533639152,True
199,2025-01-15,False,False,False,919.5407108225766,True
200,2025-02-12,False,False,False,1488.2157743773735,False
201,2025-01-29,False,False,False,849.4259490584013,True
202,2025-02-05,False,False,False,795.7246578035903,False
203,2025-01-13,False,False,False,814.5647442524787,True
204,2025-02-01,False,False,False,942.9353735946601,True
205,2025-03-12,True,True,True,1899.1566184505689,True
206,2025-02-28,False,False,False,1421.7097035930353,False
207,2025-04-25,False,False,False,956.973992929451,True
208,2025-03-27,True,True,True,1296.63430924241,False
209,2025-01-28,False,False,False,471.70593404728834,False
210,2025-03-07,True,True,False,1835.478786047906,True
211,2025-02-11,False,False,False,407.63746479658573,True
212,2025-02-14,False,False,False,1222.0351965043362,True
213,2025-03-03,True,True,True,867.4905358432682,True
214,2025-02-26,False,False,False,887.430654613614,True
215,2025-04-27,True,True,False,1524.8218817837594,False
216,2025-01-06,False,False,False,673.303716438342,True
217,2025-01-28,False,False,False,418.0342063582119,False
218,2025-01-28,False,False,False,1016.7022919490179,True
219,2025-04-18,True,False,False,1194.617546433854,True
220,2025-02-13,False,False,False,1511.1921315196103,False
221,2025-03-25,False,False,False,1618.955025794674,True
222,2025-01-30,False,False,False,916.4295704129538,False
223,2025-03-03,True,True,True,898.2929650144354,False
224,2025-03-16,False,False,False,1094.5270700408723,True
225,2025-04-29,False,False,False,1000.6813811096548,True
226,2025-04-02,False,False,False,988.7567715919124,True
227,2025-03-30,True,False,False,1437.4597340149917,True
228,2025-04-13,False,False,False,969.4226869082843,True
229,2025-03-03,True,True,True,1716.4092706326614,True
230,2025-04-07,True,True,True,1800.2548986135937,True
231,2025-01-01,False,False,False,1522.5584864170123,False
232,2025-05-01,True,True,True,1819.6349737388978,False
233,2025-01-27,False,False,False,150.1802607100958,True
234,2025-03-03,True,True,False,2072.44081184907,True
235,2025-05-01,False,False,False,749.1851796703266,True
236,2025-04-26,True,True,True,1480.6426155267447,False
237,2025-03-18,True,False,False,1662.862517121815,True
238,2025-04-15,True,True,True,1927.40351782568,True
239,2025-01-03,False,False,False,1174.835756209636,True
240,2025-04-13,True,True,True,744.6576482929702,True
241,2025-03-11,True,True,True,554.8796679315019,True
242,2025-03-13,False,False,False,930.7187987652235,True
243,2025-01-27,False,False,False,1405.8124494091287,False
244,2025-01-09,False,False,False,875.380230149501,True
245,2025-03-03,False,False,False,1099.7168467166377,False
246,2025-02-06,False,False,False,1191.7882263166293,True
247,2025-04-07,False,False,False,1052.0784449334176,False
248,2025-02-20,False,False,False,865.5060174868827,True
249,2025-04-16,False,False,False,765.7358767286026,False
250,2025-02-13,False,False,False,671.5659429943148,True
251,2025-01-24,False,False,False,1178.9541444315814,False
252,2025-03-20,True,True,False,1352.996119433811,True
253,2025-02-28,False,False,False,1358.7928670082943,True
254,2025-04-28,True,True,False,2067.5232809348454,True
255,2025-02-01,False,False,False,652.9563713041057,True
256,2025-04-06,True,True,True,1404.187042171291,True
257,2025-03-29,True,False,False,1796.0623123726741,True
258,2025-04-15,True,True,False,431.83414418200823,True
259,2025-02-21,False,False,False,1360.1925847717775,True
260,2025-04-23,False,False,False,1168.579207985056,True
261,2025-03-03,True,True,False,810.5417256413336,True
262,2025-04-23,True,True,False,529.3134355086617,False
263,2025-02-27,False,False,False,1571.555473067077,True
264,2025-02-21,False,False,False,799.0988620788808,False
265,2025-01-12,False,False,False,1192.1932527288475,True
266,2025-02-08,False,False,False,981.029328019763,True
267,2025-01-02,False,False,False,1160.9959618832,True
268,2025-01-03,False,False,False,704.974062297707,False
269,2025-04-23,False,False,False,631.7908557915243,True
270,2025-04-11,False,False,False,1086.1092577079366,True
271,2025-04-23,False,False,False,889.8242361197065,True
272,2025-02-25,False,False,False,879.6128692086004,True
273,2025-03-22,True,True,True,1729.6214031896557,True
274,2025-02-28,False,False,False,551.5968127097195,True
275,2025-04-23,False,False,False,1362.0648672780571,False
276,2025-01-02,False,False,False,1035.853865622011,True
277,2025-01-02,False,False,False,1228.8487436757744,True
278,2025-04-02,True,False,False,883.2580450399369,True
279,2025-02-23,False,False,False,1174.7492883786256,True
280,2025-03-28,False,False,False,640.4628119203591,False
281,2025-04-11,False,False,False,1349.4064284958113,True
282,2025-04-06,False,False,False,1081.8742345699768,True
283,2025-04-07,True,True,False,2173.5796467043024,False
284,2025-01-01,False,False,False,962.4130386075676,True
285,2025-01-19,False,False,False,1108.6408337647376,True
286,2025-01-02,False,False,False,1054.068647249394,True
287,2025-02-22,False,False,False,1179.1726272255644,False
288,2025-02-13,False,False,False,1496.0170349381983,True
289,2025-03-31,True,True,True,1150.7234753086414,False
290,2025-02-01,False,False,False,1225.0823525480425,True
291,2025-03-11,True,True,True,1825.3698520465794,True
292,2025-02-01,False,False,False,1342.763417873884,True
293,2025-04-29,True,True,True,1062.363950712499,True
294,2025-03-09,True,True,True,868.7737991676694,True
295,2025-02-24,False,False,False,1186.2422982521218,False
296,2025-03-16,True,False,False,1858.4609761927554,True
297,2025-02-25,False,False,False,1299.471731749102,False
298,2025-01-17,False,False,False,1377.0311792420002,True
299,2025-02-07,False,False,False,910.5747690045523,False
300,2025-01-24,False,False,False,844.9352091747639,False
301,2025-03-10,True,True,True,1536.3430625318504,True
302,2025-04-26,True,False,False,2030.0769573728755,False
303,2025-04-08,False,False,False,974.7497210022666,True
304,2025-03-11,False,False,False,956.9195156988552,True
305,2025-03-27,False,False,False,1147.6685365143885,True
306,2025-01-11,False,False,False,1155.477579529994,True
307,2025-04-22,True,True,True,1964.081416755058,False
308,2025-01-16,False,False,False,1104.0312708702697,False
309,2025-04-07,False,False,False,1248.0232909318877,True
310,2025-03-14,False,False,False,760.3640904487311,True
311,2025-02-28,False,False,False,1279.966154674085,True
312,2025-03-11,True,True,True,1995.3997500626817,True
313,2025-03-21,False,False,False,1431.724108337804,True
314,2025-04-03,True,False,False,1726.7142446111748,False
315,2025-01-03,False,False,False,1019.2305316145396,False
316,2025-01-20,False,False,False,463.0896182342068,False
317,2025-02-28,False,False,False,1197.3667403085578,False
318,2025-02-05,False,False,False,1028.5171233971564,False
319,2025-01-19,False,False,False,1052.2443274017367,True
320,2025-03-31,False,False,False,972.0762971945414,False
321,2025-03-08,True,True,True,1475.4603978865907,False
322,2025-01-19,False,False,False,1247.6414625985406,True
323,2025-01-20,False,False,False,1145.2070431254963,True
324,2025-04-06,True,False,False,1946.0239017136366,True
325,2025-03-12,True,True,False,1790.4811473618008,False
326,2025-02-21,False,False,False,822.1451574377247,True
327,2025-04-15,False,False,False,1122.011105184487,True
328,2025-02-02,False,False,False,1198.5335438737868,True
329,2025-02-09,False,False,False,1155.0086602378856,False
330,2025-02-08,False,False,False,613.7412477822373,True
331,2025-03-23,True,True,True,1740.2501165678293,True
332,2025-04-14,False,False,False,944.5639873755821,True
333,2025-01-01,False,False,False,463.21841543534845,False
334,2025-01-11,False,False,False,1078.2691258171362,False
335,2025-04-02,True,True,True,1874.140323574299,True
336,2025-02-26,False,False,False,725.6614025586334,True
337,2025-03-30,False,False,False,834.4772062745391,True
338,2025-02-19,False,False,False,1032.9181864912928,True
339,2025-01-23,False,False,False,551.9428704748211,True
340,2025-01-31,False,False,False,818.9799901482759,True
341,2025-04-04,True,True,True,1117.7265474462442,True
342,2025-02-11,False,False,False,910.059640705204,True
343,2025-04-09,False,False,False,918.6816975692138,True
344,2025-01-07,False,False,False,1407.7162468743693,True
345,2025-01-16,False,False,False,1284.5662898962723,True
346,2025-03-31,True,True,True,2042.0805084774329,False
347,2025-04-22,True,True,True,1218.7241131906333,True
348,2025-05-01,True,True,True,1424.1731639828981,True
349,2025-04-26,False,False,False,1368.1480528770276,True
350,2025-03-01,True,True,True,2103.4496744858657,True
351,2025-04-23,True,True,False,2482.9729260032755,True
352,2025-01-02,False,False,False,907.5838980787939,False
353,2025-01-01,False,False,False,1359.5107031220582,False
354,2025-02-17,False,False,False,1294.3443478480901,True
355,2025-01-12,False,False,False,559.5585620151219,True
356,2025-03-10,True,True,False,836.8986053181549,True
357,2025-02-06,False,False,False,299.8708278237558,False
358,2025-02-01,False,False,False,1183.683096642024,True
359,2025-04-29,False,False,False,1210.6151451580047,True
360,2025-01-09,False,False,False,1505.550139614343,False
361,2025-04-15,True,True,False,1233.9192432592752,True
362,2025-04-09,False,False,False,800.6706414897003,True
363,2025-01-19,False,False,False,697.4910515350957,True
364,2025-02-17,False,False,False,1438.0684539216886,True
365,2025-03-21,True,True,True,1441.0851412033728,True
366,2025-01-03,False,False,False,865.4574307033254,True
367,2025-01-20,False,False,False,1006.6569815820063,False
368,2025-01-24,False,False,False,1408.9917402814833,True
369,2025-02-23,False,False,False,1230.7205192018366,True
370,2025-04-30,False,False,False,943.9663587764198,True
371,2025-02-02,False,False,False,772.1022645416015,True
372,2025-01-24,False,False,False,747.6118775127361,False
373,2025-04-26,False,False,False,1286.0064588767084,False
374,2025-03-16,True,True,True,1564.7610391349428,True
375,2025-04-23,True,False,False,1418.545421857009,True
376,2025-03-13,False,False,False,1183.571099851068,False
377,2025-02-05,False,False,False,1024.180539704744,True
378,2025-02-07,False,False,False,1116.8320053151097,True
379,2025-04-14,True,True,True,1619.9142689617865,True
380,2025-03-25,False,False,False,890.3166043017793,True
381,2025-04-09,False,False,False,779.6679999742857,True
382,2025-04-22,False,False,False,1212.6904719210993,True
383,2025-03-30,False,False,False,1025.5159662470462,True
384,2025-04-09,True,True,True,1024.6045407336123,True
385,2025-01-25,False,False,False,694.0790357974994,False
386,2025-04-03,False,False,False,1208.712224781954,True
387,2025-01-18,False,False,False,1093.6238661352731,False
388,2025-04-20,True,True,True,2396.530495905241,True
389,2025-03-23,True,True,True,527.3741515193749,True
390,2025-03-07,True,True,True,761.9012796470455,True
391,2025-02-23,False,False,False,453.9552354863083,True
392,2025-02-04,False,False,False,1341.3259126873004,False
393,2025-03-21,True,False,False,1772.0074691532066,True
394,2025-03-02,True,False,False,1680.7995170727513,False
395,2025-02-10,False,False,False,978.1579501239644,True
396,2025-04-10,True,True,False,1703.2701468759903,True
397,2025-02-02,False,False,False,974.1602276483009,True
398,2025-03-09,False,False,False,549.9297869490226,True
399,2025-02-02,False,False,False,1332.394753316093,True
400,2025-01-14,False,False,False,845.2787581709775,False
401,2025-01-21,False,False,False,687.6445644477117,False
402,2025-02-17,False,False,False,1198.2544401635296,True
403,2025-01-20,False,False,False,987.2949531902592,True
404,2025-04-30,True,True,False,1093.2789719972714,True
405,2025-01-08,False,False,False,965.8309423836371,False
406,2025-01-07,False,False,False,1346.9959628649367,True
407,2025-03-08,True,True,True,2121.7728005489034,True
408,2025-01-17,False,False,False,527.2334414327468,True
409,2025-02-02,False,False,False,671.7088358219768,True
410,2025-02-17,False,False,False,1130.5564224793204,True
411,2025-03-17,True,True,True,1249.5297314017091,True
412,2025-02-28,False,False,False,1385.015792872403,False
413,2025-04-25,False,False,False,648.7962149488915,True
414,2025-03-27,True,True,False,1229.4094227332696,False
415,2025-04-29,True,True,True,1838.501198656868,True
416,2025-01-22,False,False,False,1392.2601640952614,False
417,2025-04-20,False,False,False,1151.6893153759338,True
418,2025-01-30,False,False,False,1057.7514811056024,True
419,2025-02-07,False,False,False,1199.320074708715,True
420,2025-04-12,True,True,True,2028.7265697170965,True
421,2025-04-19,False,False,False,984.7589206352782,True
422,2025-02-20,False,False,False,436.90074204773384,True
423,2025-02-23,False,False,False,1360.0136659511832,True
424,2025-01-08,False,False,False,918.6265787449751,False
425,2025-01-27,False,False,False,1767.9697779305613,True
426,2025-01-27,False,False,False,819.1924939028808,True
427,2025-04-08,True,True,True,1385.4716389291552,True
428,2025-01-21,False,False,False,1223.3336419699422,False
429,2025-01-30,False,False,False,1228.4748556382133,False
430,2025-04-07,False,False,False,1126.787115270152,False
431,2025-01-28,False,False,False,832.0222487460273,False
432,2025-04-21,True,True,False,1321.106545759594,False
433,2025-03-05,False,False,False,796.8743729645012,True
434,2025-04-07,False,False,False,545.0026213848234,True
435,2025-03-10,False,False,False,1619.033661336622,True
436,2025-03-02,True,True,True,1749.5532209899613,False
437,2025-02-17,False,False,False,911.7837508241404,True
438,2025-01-19,False,False,False,1207.7348779132644,True
439,2025-01-04,False,False,False,1001.5664246026813,True
440,2025-02-04,False,False,False,822.5991949592886,False
441,2025-03-05,True,True,False,1716.8967025095046,True
442,2025-02-18,False,False,False,817.4231602149523,True
443,2025-01-17,False,False,False,923.6629420975174,True
444,2025-02-13,False,False,False,1117.1639711279959,False
445,2025-04-02,False,False,False,688.9938058600511,False
446,2025-01-30,False,False,False,1324.1322088338663,True
447,2025-04-03,False,False,False,1021.8060181846186,True
448,2025-02-15,False,False,False,824.953611270591,False
449,2025-04-27,False,False,False,905.3098437373183,True
450,2025-01-06,False,False,False,1350.2351253629984,False
451,2025-04-09,True,True,True,1696.8831211520205,False
452,2025-04-15,True,True,True,2366.2425038478127,True
453,2025-02-06,False,False,False,819.8590550790404,False
454,2025-01-24,False,False,False,1170.473113341637,True
455,2025-04-03,False,False,False,1004.2478438555511,True
456,2025-04-23,False,False,False,1523.7007086018962,True
457,2025-02-15,False,False,False,988.7365126228025,False
458,2025-02-22,False,False,False,1505.1453289993615,True
459,2025-04-05,True,True,True,1032.537959280578,True
460,2025-04-09,False,False,False,688.9464711560161,True
461,2025-03-01,True,True,False,1980.1750761784842,True
462,2025-04-07,True,True,False,1748.0105317606242,True
463,2025-04-26,False,False,False,406.98277699583184,True
464,2025-03-04,False,False,False,377.57925336323547,True
465,2025-03-26,True,True,True,2369.0733791630696,True
466,2025-02-01,False,False,False,1637.1971320953558,False
467,2025-03-28,True,True,True,1849.625544414382,True
468,2025-02-02,False,False,False,1130.2426072027954,False
469,2025-03-08,False,False,False,1075.2764493311795,True
470,2025-01-18,False,False,False,468.8031485008926,True
471,2025-01-25,False,False,False,1437.6482640035501,False
472,2025-04-16,True,True,False,1785.064972758923,True
473,2025-04-05,True,True,True,1159.828690450063,False
474,2025-02-23,False,False,False,1097.704928151318,False
475,2025-02-27,False,False,False,977.9757317822592,True
476,2025-03-08,True,True,True,2033.2508295905209,True
477,2025-04-14,True,True,True,1374.1165864648156,False
478,2025-02-15,False,False,False,966.3030648395289,True
479,2025-01-24,False,False,False,841.946249829512,True
480,2025-04-24,False,False,False,1319.272388552058,True
481,2025-02-01,False,False,False,991.7076107189356,True
482,2025-02-16,False,False,False,792.236513143318,False
483,2025-03-27,False,False,False,992.4360859007572,True
484,2025-01-23,False,False,False,957.6103312583294,False
485,2025-03-07,False,False,False,944.9845048681266,False
486,2025-01-27,False,False,False,1203.1266281021155,True
487,2025-04-16,True,True,True,994.9567705702286,False
488,2025-01-02,False,False,False,828.6762091694636,False
489,2025-03-31,False,False,False,591.9652859728408,False
490,2025-01-17,False,False,False,997.4215253817197,True
491,2025-04-14,False,False,False,1373.605993616699,True
492,2025-02-02,False,False,False,962.8571425516383,True
493,2025-01-09,False,False,False,849.4602920698638,True
494,2025-02-12,False,False,False,772.8292453335281,True
495,2025-04-28,False,False,False,482.849664699271,False
496,2025-02-17,False,False,False,1352.9356603314436,True
497,2025-02-08,False,False,False,1145.410525067285,False
498,2025-04-03,True,False,False,668.4722425597404,True
499,2025-02-11,False,False,False,1075.3208682930835,True
500,2025-04-29,False,False,False,758.3927210049758,True
501,2025-01-26,False,False,False,904.9470342665313,False
502,2025-04-09,False,False,False,849.8381474250195,False
503,2025-02-19,False,False,False,874.9419487864742,False
504,2025-01-25,False,False,False,876.7813330067606,True
505,2025-01-24,False,False,False,1331.4329104167455,True
506,2025-01-13,False,False,False,1606.5144958462786,False
507,2025-03-01,True,False,False,999.9162242756273,True
508,2025-01-07,False,False,False,949.2370785023118,False
509,2025-02-26,False,False,False,1065.0346215140821,True
510,2025-02-05,False,False,False,705.8641312094194,False
511,2025-02-14,False,False,False,1015.843660748279,True
512,2025-01-20,False,False,False,1105.4912701998574,False
513,2025-03-06,True,True,True,1053.6360144813593,False
514,2025-01-08,False,False,False,1188.1085997757657,False
515,2025-04-20,True,True,True,1320.0334142595682,True
516,2025-01-16,False,False,False,140.2510197320231,True
517,2025-01-14,False,False,False,711.8489395105373,True
518,2025-03-17,True,True,True,1387.5623110237173,True
519,2025-04-25,True,True,True,2077.764888178729,False
520,2025-03-28,False,False,False,144.6496578260079,True
521,2025-01-15,False,False,False,546.9519465792779,True
522,2025-04-02,False,False,False,1216.5460693684165,True
523,2025-04-08,True,True,True,438.9332936627645,False
524,2025-03-07,False,False,False,189.32732249152605,True
525,2025-02-01,False,False,False,1317.8171701569088,False
526,2025-03-28,True,True,True,1427.3273427561305,True
527,2025-03-04,True,True,False,1260.9829936841254,False
528,2025-03-27,True,True,True,1586.4849039779135,True
529,2025-02-20,False,False,False,762.5767976867255,False
530,2025-01-25,False,False,False,813.1285531559843,False
531,2025-02-27,False,False,False,854.2913780886531,True
532,2025-03-04,False,False,False,431.35822701191216,False
533,2025-03-03,False,False,False,1123.8123301670325,True
534,2025-01-22,False,False,False,1156.0315247434432,True
535,2025-02-27,False,False,False,862.4417072752212,False
536,2025-02-27,False,False,False,1211.8760120784557,False
537,2025-03-27,True,False,False,1419.4959169026495,True
538,2025-02-18,False,False,False,1205.8241315799914,True
539,2025-02-21,False,False,False,1097.6194482970998,True
540,2025-02-11,False,False,False,792.793643247029,True
541,2025-03-11,True,False,False,1449.285553409922,True
542,2025-01-15,False,False,False,735.5237760958798,True
543,2025-02-23,False,False,False,1331.5332711412575,True
544,2025-04-17,True,False,False,1191.7315364358724,True
545,2025-03-01,False,False,False,1109.0928053567834,False
546,2025-04-11,False,False,False,861.2883492091379,False
547,2025-04-07,True,True,True,1103.7924241500596,True
